Course code	Course title	Unit	Level	Lesson	Challenge type	Prompt	Correct answer
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you are pleased to meet someone. / Choose the best Malay response, then say it aloud.	Gembira berkenalan dengan awak.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Politely ask someone to repeat. / Choose the best Malay response, then say it aloud.	Boleh ulang sekali lagi?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Apa khabar? / B: ... / Choose the best Malay response, then say it aloud.	Khabar baik, terima kasih.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Nama awak siapa? / B: ... / Choose the best Malay response, then say it aloud.	Nama saya Farid.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Awak dari mana? / B: ... / Choose the best Malay response, then say it aloud.	Saya dari Yangon.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Gembira berkenalan dengan awak. / B: ... / Choose the best Malay response, then say it aloud.	Saya pun gembira berkenalan dengan awak.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Maaf, saya tidak dengar. / B: ... / Choose the best Malay response, then say it aloud.	Baik, saya akan ulang.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Jumpa lagi esok. / B: ... / Choose the best Malay response, then say it aloud.	Baik, jumpa lagi.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “My name is Ali.” / Choose the best Malay response, then say it aloud.	Nama saya Ali.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Are you a teacher?” / Choose the best Malay response, then say it aloud.	Awak seorang guru?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “This is my friend.” / Choose the best Malay response, then say it aloud.	Ini kawan saya.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “What is her name?” / Choose the best Malay response, then say it aloud.	Nama dia siapa?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “I am not Malaysian.” / Choose the best Malay response, then say it aloud.	Saya bukan orang Malaysia.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “He is from Thailand.” / Choose the best Malay response, then say it aloud.	Dia dari Thailand.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “We are students.” / Choose the best Malay response, then say it aloud.	Kami pelajar.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 1: Greetings and Introductions	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Thank you very much.” / Choose the best Malay response, then say it aloud.	Terima kasih banyak-banyak.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “family”? Listen, choose, and say it aloud.	keluarga
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “mother”? Listen, choose, and say it aloud.	ibu
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “father”? Listen, choose, and say it aloud.	bapa
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “younger sibling”? Listen, choose, and say it aloud.	adik
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “home / house”? Listen, choose, and say it aloud.	rumah
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “wake up”? Listen, choose, and say it aloud.	bangun
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “breakfast”? Listen, choose, and say it aloud.	sarapan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “work”? Listen, choose, and say it aloud.	bekerja
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “o'clock / time marker”? Listen, choose, and say it aloud.	pukul
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “sleep”? Listen, choose, and say it aloud.	tidur
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you wake up at seven. / Choose the best Malay response, then say it aloud.	Saya bangun pada pukul tujuh.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you live with your parents. / Choose the best Malay response, then say it aloud.	Saya tinggal bersama ibu bapa saya.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Say that you eat breakfast before work. / Choose the best Malay response, then say it aloud.	Saya bersarapan sebelum pergi kerja.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you go to class every day. / Choose the best Malay response, then say it aloud.	Saya pergi ke kelas setiap hari.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask what time it is. / Choose the best Malay response, then say it aloud.	Pukul berapa sekarang?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Say that it is half past two. / Choose the best Malay response, then say it aloud.	Sekarang pukul dua setengah.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask what day it is today. / Choose the best Malay response, then say it aloud.	Hari ini hari apa?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you usually sleep early. / Choose the best Malay response, then say it aloud.	Saya biasanya tidur awal.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Pukul berapa awak bangun? / B: ... / Choose the best Malay response, then say it aloud.	Saya bangun pada pukul enam setengah.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Awak tinggal dengan siapa? / B: ... / Choose the best Malay response, then say it aloud.	Saya tinggal bersama keluarga saya.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Hari ini hari apa? / B: ... / Choose the best Malay response, then say it aloud.	Hari ini hari Selasa.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Awak bekerja pada hari Sabtu? / B: ... / Choose the best Malay response, then say it aloud.	Tidak, saya bercuti pada hari Sabtu.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Selepas kelas, awak buat apa? / B: ... / Choose the best Malay response, then say it aloud.	Saya pulang ke rumah dan berehat.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Bila awak makan malam? / B: ... / Choose the best Malay response, then say it aloud.	Saya makan malam pada pukul tujuh.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the Malay phrase for “every morning.” / Choose the best Malay response, then say it aloud.	setiap pagi
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the Malay phrase for “my younger sibling.” / Choose the best Malay response, then say it aloud.	adik saya
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the Malay phrase for “before dinner.” / Choose the best Malay response, then say it aloud.	sebelum makan malam
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the Malay phrase for “after work.” / Choose the best Malay response, then say it aloud.	selepas kerja
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the Malay phrase for “at eight o'clock.” / Choose the best Malay response, then say it aloud.	pada pukul lapan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “Today is Friday.” / Choose the best Malay response, then say it aloud.	Hari ini hari Jumaat.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “I usually cook at home.” / Choose the best Malay response, then say it aloud.	Saya biasanya memasak di rumah.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A1 · Unit 2: Family, Time and Daily Routine	A1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “We visit our family on Sunday.” / Choose the best Malay response, then say it aloud.	Kami melawat keluarga pada hari Ahad.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “rice”? Listen, choose, and say it aloud.	nasi
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “water / drink”? Listen, choose, and say it aloud.	air
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “chicken”? Listen, choose, and say it aloud.	ayam
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “fish”? Listen, choose, and say it aloud.	ikan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “vegetables”? Listen, choose, and say it aloud.	sayur
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “spicy”? Listen, choose, and say it aloud.	pedas
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “sweet”? Listen, choose, and say it aloud.	manis
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “hungry”? Listen, choose, and say it aloud.	lapar
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “thirsty”? Listen, choose, and say it aloud.	dahaga
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “menu”? Listen, choose, and say it aloud.	menu
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask to see the menu. / Choose the best Malay response, then say it aloud.	Boleh saya lihat menu?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Order chicken rice and water. / Choose the best Malay response, then say it aloud.	Saya mahu nasi ayam dan air kosong.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Ask for the food not to be too spicy. / Choose the best Malay response, then say it aloud.	Tolong jangan terlalu pedas.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you do not eat meat. / Choose the best Malay response, then say it aloud.	Saya tidak makan daging.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask whether vegetarian food is available. / Choose the best Malay response, then say it aloud.	Ada makanan vegetarian?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Ask for takeaway. / Choose the best Malay response, then say it aloud.	Boleh bungkus?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask for the bill. / Choose the best Malay response, then say it aloud.	Boleh saya minta bil?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask how much the total is. / Choose the best Malay response, then say it aloud.	Berapa jumlah semuanya?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / Pelayan: Selamat datang. Mahu pesan apa? / Pelanggan: ... / Choose the best Malay response, then say it aloud.	Saya mahu mi goreng dan teh ais.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / Pelayan: Mahu pedas? / Pelanggan: ... / Choose the best Malay response, then say it aloud.	Sedikit pedas sahaja.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / Pelanggan: Ada makanan vegetarian? / Pelayan: ... / Choose the best Malay response, then say it aloud.	Ya, kami ada nasi goreng sayur.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / Pelayan: Makan di sini atau bungkus? / Pelanggan: ... / Choose the best Malay response, then say it aloud.	Bungkus, terima kasih.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / Pelanggan: Maaf, pesanan saya belum sampai. / Pelayan: ... / Choose the best Malay response, then say it aloud.	Maaf, saya akan periksa sekarang.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / Pelanggan: Boleh saya minta bil? / Pelayan: ... / Choose the best Malay response, then say it aloud.	Boleh, saya bawakan sekarang.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best phrase for “one glass of water.” / Choose the best Malay response, then say it aloud.	segelas air
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best phrase for “a plate of rice.” / Choose the best Malay response, then say it aloud.	sepinggan nasi
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “I would like less sugar.” / Choose the best Malay response, then say it aloud.	Saya mahu kurang gula.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “This soup is too salty.” / Choose the best Malay response, then say it aloud.	Sup ini terlalu masin.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Do you have halal food?” / Choose the best Malay response, then say it aloud.	Ada makanan halal?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “I am allergic to peanuts.” / Choose the best Malay response, then say it aloud.	Saya alah kepada kacang tanah.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “The food is delicious.” / Choose the best Malay response, then say it aloud.	Makanan ini sedap.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 3: Food and Eating Out	A2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Please bring two spoons.” / Choose the best Malay response, then say it aloud.	Tolong bawakan dua sudu.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 4: Shopping, Money and Directions	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “price”? Listen, choose, and say it aloud.	harga
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 4: Shopping, Money and Directions	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “cheap”? Listen, choose, and say it aloud.	murah
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 4: Shopping, Money and Directions	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “expensive”? Listen, choose, and say it aloud.	mahal
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 4: Shopping, Money and Directions	A2	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “cash”? Listen, choose, and say it aloud.	tunai
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	A2 · Unit 4: Shopping, Money and Directions	A2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “card”? Listen, choose, and say it aloud.	kad
